jobdicSeq,직업명,학과명,자격증명,자격증ID,jobID
952,화학공학기술자,"고분자공학과, 공업화학과, 정밀화학과, 화학공업과, 화학공학과, 화학과",화공안전기술사,T170,838
952,화학공학기술자,"고분자공학과, 공업화학과, 정밀화학과, 화학공업과, 화학공학과, 화학과",화공기술사,T169,839
954,화훼재배기술자,"원예과, 원예학과",시설원예기사,T471,840
954,화훼재배기술자,"원예과, 원예학과",시설원예기술사,T473,841
954,화훼재배기술자,"원예과, 원예학과",화훼장식기능사,T183,842
954,화훼재배기술자,"원예과, 원예학과",화훼장식기사,T184,843
957,평론가,"국어국문학과, 문예창작학과, 미디어영상학과, 미술학과, 실용음악과, 연극영화과, 연극영화학과, 음악학과",,,844
963,원예기술자,"식물자원학과, 원예과, 원예학과",시설원예기사,T471,845
963,원예기술자,"식물자원학과, 원예과, 원예학과",시설원예기술사,T473,846
966,안무가,"무용과, 무용학과",,,847
968,시인,"국어국문학과, 문예창작과, 문예창작학과",,,848
973,소설가,"국어국문학과, 문예창작과, 문예창작학과",,,849
975,사진사,"사진과, 사진영상학과",사진기능사,T395,850
976,사진기자,사진영상학과,사진기능사,T395,851
978,보일러공,,에너지관리기능사,T512,852
978,보일러공,,에너지관리기능장,T513,853
978,보일러공,,에너지관리기사,T515,854
978,보일러공,,에너지관리산업기사,T516,855
985,공업기계설치 및 정비원,,설비보전기능사,T427,856
985,공업기계설치 및 정비원,,기계가공조립기능사,T286,857
985,공업기계설치 및 정비원,,기계조립산업기사,T293,858
988,인문사회계열교수,"경제학과, 국어국문학과, 사학과, 사회학과, 심리학과, 영어영문학과, 철학과",,,859
994,환경컨설턴트,"화학공학과, 화학과, 환경공학과, 환경과학과",대기환경기사,T316,860
994,환경컨설턴트,"화학공학과, 화학과, 환경공학과, 환경과학과",수질환경기사,T460,861
994,환경컨설턴트,"화학공학과, 화학과, 환경공학과, 환경과학과",산업위생관리기사,T413,862
994,환경컨설턴트,"화학공학과, 화학과, 환경공학과, 환경과학과",소음진동기사,T446,863
994,환경컨설턴트,"화학공학과, 화학과, 환경공학과, 환경과학과",폐기물처리산업기사,T119,864
994,환경컨설턴트,"화학공학과, 화학과, 환경공학과, 환경과학과",폐기물처리기사,T117,865
994,환경컨설턴트,"화학공학과, 화학과, 환경공학과, 환경과학과",폐기물처리기술사,T118,866
994,환경컨설턴트,"화학공학과, 화학과, 환경공학과, 환경과학과",환경기능사,T186,867
994,환경컨설턴트,"화학공학과, 화학과, 환경공학과, 환경과학과",토양환경기술사,T105,868
994,환경컨설턴트,"화학공학과, 화학과, 환경공학과, 환경과학과",자연환경관리기술사,T596,869
994,환경컨설턴트,"화학공학과, 화학과, 환경공학과, 환경과학과",자연생태복원산업기사,T595,870
995,에너지공학기술자,"에너지자원공학과, 원자력공학과",에너지관리기사,T515,871
995,에너지공학기술자,"에너지자원공학과, 원자력공학과",원자력발전기술사,T538,872
995,에너지공학기술자,"에너지자원공학과, 원자력공학과",방사선관리기술사,T356,873
995,에너지공학기술자,"에너지자원공학과, 원자력공학과",원자력기사,T537,874
995,에너지공학기술자,"에너지자원공학과, 원자력공학과",핵연료물질취급자면허,S253,875
995,에너지공학기술자,"에너지자원공학과, 원자력공학과",에너지관리산업기사,T516,876
995,에너지공학기술자,"에너지자원공학과, 원자력공학과",방사선취급감독자면허,S119,877
995,에너지공학기술자,"에너지자원공학과, 원자력공학과",핵연료물질취급감독자면허,S252,878
997,토양환경기술자,"지질학과, 환경공학과, 환경과학과, 환경보건학과",토양환경기술사,T105,879
997,토양환경기술자,"지질학과, 환경공학과, 환경과학과, 환경보건학과",자연환경관리기술사,T596,880
997,토양환경기술자,"지질학과, 환경공학과, 환경과학과, 환경보건학과",자연생태복원산업기사,T595,881
1004,환경설비기술자,"보건환경과, 환경공학과, 환경과학과, 환경시스템과",수질환경산업기사,T461,882
1004,환경설비기술자,"보건환경과, 환경공학과, 환경과학과, 환경시스템과",수질환경기사,T460,883
1004,환경설비기술자,"보건환경과, 환경공학과, 환경과학과, 환경시스템과",폐기물처리산업기사,T119,884
1004,환경설비기술자,"보건환경과, 환경공학과, 환경과학과, 환경시스템과",폐기물처리기사,T117,885
1004,환경설비기술자,"보건환경과, 환경공학과, 환경과학과, 환경시스템과",폐기물처리기술사,T118,886
1004,환경설비기술자,"보건환경과, 환경공학과, 환경과학과, 환경시스템과",토양환경기술사,T105,887
1006,해양환경기사,"해양공학과, 해양자원학과",해양환경기사,T166,888
1006,해양환경기사,"해양공학과, 해양자원학과",해양자원개발기사,T163,889
1006,해양환경기사,"해양공학과, 해양자원학과",해양공학기사,T160,890
1006,해양환경기사,"해양공학과, 해양자원학과",해양조사산업기사,T165,891
1006,해양환경기사,"해양공학과, 해양자원학과",수질환경산업기사,T461,892
1006,해양환경기사,"해양공학과, 해양자원학과",수질환경기사,T460,893
1007,상수도기술자,"토목공학과, 토목공학과, 환경공학과, 환경과학과, 환경보건학과",상하수도기술사,T416,894
1007,상수도기술자,"토목공학과, 토목공학과, 환경공학과, 환경과학과, 환경보건학과",수질환경산업기사,T461,895
1007,상수도기술자,"토목공학과, 토목공학과, 환경공학과, 환경과학과, 환경보건학과",수질환경기사,T460,896
1007,상수도기술자,"토목공학과, 토목공학과, 환경공학과, 환경과학과, 환경보건학과",수질관리기술사,T457,897
1009,환경위생검사원,"보건환경과, 환경공학과, 환경과학과, 환경보건학과, 환경시스템과",위생사,S188,898
1009,환경위생검사원,"보건환경과, 환경공학과, 환경과학과, 환경보건학과, 환경시스템과",대기환경산업기사,T317,899
1009,환경위생검사원,"보건환경과, 환경공학과, 환경과학과, 환경보건학과, 환경시스템과",대기환경기사,T316,900
1009,환경위생검사원,"보건환경과, 환경공학과, 환경과학과, 환경보건학과, 환경시스템과",대기관리기술사,T313,901
1009,환경위생검사원,"보건환경과, 환경공학과, 환경과학과, 환경보건학과, 환경시스템과",산업위생관리산업기사,T415,902
1009,환경위생검사원,"보건환경과, 환경공학과, 환경과학과, 환경보건학과, 환경시스템과",산업위생관리기사,T413,903
1009,환경위생검사원,"보건환경과, 환경공학과, 환경과학과, 환경보건학과, 환경시스템과",산업위생관리기술사,T414,904
1010,방사성폐기물관리원,원자력공학과,원자력발전기술사,T538,905
1010,방사성폐기물관리원,원자력공학과,원자력기사,T537,906
1010,방사성폐기물관리원,원자력공학과,핵연료물질취급자면허,S253,907
1061,국회의원,"경영학과, 경제학과, 국제학부, 법학과, 사회학과, 정치외교학과, 행정학과",,,908
1068,마케팅전문가,"경영학과, 스포츠마케팅학과, 심리학과",,,909
1076,자동차공학기술자,"기계공학과, 자동차공학과, 자동차과",자동차차체수리기능사,T589,910
1076,자동차공학기술자,"기계공학과, 자동차공학과, 자동차과",자동차정비기능사,T585,911
1076,자동차공학기술자,"기계공학과, 자동차공학과, 자동차과",자동차정비산업기사,T588,912
1076,자동차공학기술자,"기계공학과, 자동차공학과, 자동차과",자동차정비기능장,T586,913
1076,자동차공학기술자,"기계공학과, 자동차공학과, 자동차과",자동차정비기사,T587,914
1078,대형트럭 및 특수차운전원,"기계공학과, 기계과, 자동차공학과, 자동차과, 전기공학과, 전기과",,,915
1080,환경공학기술자 및 연구원,"공업화학과, 화학공업과, 환경공업과, 환경공학과, 환경과학과",해양환경기사,T166,916
1080,환경공학기술자 및 연구원,"공업화학과, 화학공업과, 환경공업과, 환경공학과, 환경과학과",대기환경산업기사,T317,917
1080,환경공학기술자 및 연구원,"공업화학과, 화학공업과, 환경공업과, 환경공학과, 환경과학과",대기환경기사,T316,918
1080,환경공학기술자 및 연구원,"공업화학과, 화학공업과, 환경공업과, 환경공학과, 환경과학과",수질환경산업기사,T461,919
1080,환경공학기술자 및 연구원,"공업화학과, 화학공업과, 환경공업과, 환경공학과, 환경과학과",수질환경기사,T460,920
1080,환경공학기술자 및 연구원,"공업화학과, 화학공업과, 환경공업과, 환경공학과, 환경과학과",환경기능사,T186,921
1081,해양공학기술자,"지구해양과학과, 해양공학과, 해양시스템학과, 해양자원학과, 환경공업과, 환경공학과, 환경과학과, 환경화학과",해양환경기사,T166,922
1081,해양공학기술자,"지구해양과학과, 해양공학과, 해양시스템학과, 해양자원학과, 환경공업과, 환경공학과, 환경과학과, 환경화학과",해양기술사,T161,923
1081,해양공학기술자,"지구해양과학과, 해양공학과, 해양시스템학과, 해양자원학과, 환경공업과, 환경공학과, 환경과학과, 환경화학과",해양자원개발기사,T163,924
1081,해양공학기술자,"지구해양과학과, 해양공학과, 해양시스템학과, 해양자원학과, 환경공업과, 환경공학과, 환경과학과, 환경화학과",해양공학기사,T160,925
1081,해양공학기술자,"지구해양과학과, 해양공학과, 해양시스템학과, 해양자원학과, 환경공업과, 환경공학과, 환경과학과, 환경화학과",해양조사산업기사,T165,926
1087,전자 부품 및 제품 생산직,"전기공학과, 전기과, 전기전자공학과, 전자공학과, 전자과",전기산업기사,T609,927
1087,전자 부품 및 제품 생산직,"전기공학과, 전기과, 전기전자공학과, 전자공학과, 전자과",전자기능사,T630,928
1087,전자 부품 및 제품 생산직,"전기공학과, 전기과, 전기전자공학과, 전자공학과, 전자과",전자산업기사,T635,929
1087,전자 부품 및 제품 생산직,"전기공학과, 전기과, 전기전자공학과, 전자공학과, 전자과",전자기사,T632,930
1087,전자 부품 및 제품 생산직,"전기공학과, 전기과, 전기전자공학과, 전자공학과, 전자과",전자기능장,T631,931
1087,전자 부품 및 제품 생산직,"전기공학과, 전기과, 전기전자공학과, 전자공학과, 전자과",전자응용기술사,T639,932
1087,전자 부품 및 제품 생산직,"전기공학과, 전기과, 전기전자공학과, 전자공학과, 전자과",산업계측제어기술사,T409,933
1088,스포츠에이전트,"경영학과, 경제학과, 법학과, 사회체육학과, 스포츠건강관리학과, 체육학과",,,934
1090,콘크리트공,,콘크리트기능사,T090,935
1090,콘크리트공,,콘크리트기사,T091,936
1090,콘크리트공,,콘크리트산업기사,T092,937
1092,GIS전문가,"스마트정보과, 인터넷정보학과, 정보통신공학과, 지구정보공학과, 지리학과, 지적학과, 지질학과",지적기능사,T030,938
1092,GIS전문가,"스마트정보과, 인터넷정보학과, 정보통신공학과, 지구정보공학과, 지리학과, 지적학과, 지질학과",지적산업기사,T033,939
1092,GIS전문가,"스마트정보과, 인터넷정보학과, 정보통신공학과, 지구정보공학과, 지리학과, 지적학과, 지질학과",지적기술사,T032,940
1092,GIS전문가,"스마트정보과, 인터넷정보학과, 정보통신공학과, 지구정보공학과, 지리학과, 지적학과, 지질학과",측량및지형공간정보산업기사,T070,941
1092,GIS전문가,"스마트정보과, 인터넷정보학과, 정보통신공학과, 지구정보공학과, 지리학과, 지적학과, 지질학과",측량및지형공간정보기사,T068,942
1092,GIS전문가,"스마트정보과, 인터넷정보학과, 정보통신공학과, 지구정보공학과, 지리학과, 지적학과, 지질학과",측량및지형공간정보기술사,T069,943
1092,GIS전문가,"스마트정보과, 인터넷정보학과, 정보통신공학과, 지구정보공학과, 지리학과, 지적학과, 지질학과",지적기사,T031,944
1092,GIS전문가,"스마트정보과, 인터넷정보학과, 정보통신공학과, 지구정보공학과, 지리학과, 지적학과, 지질학과",지질 및 지반 기술사,,945
1093,가상현실전문가,"컴퓨터공학과, 컴퓨터과학과, 컴퓨터디자인학과, 컴퓨터소프트웨어과, 컴퓨터응용기계과",정보처리기사,T651,946
1093,가상현실전문가,"컴퓨터공학과, 컴퓨터과학과, 컴퓨터디자인학과, 컴퓨터소프트웨어과, 컴퓨터응용기계과",시각디자인산업기사,T469,947
1093,가상현실전문가,"컴퓨터공학과, 컴퓨터과학과, 컴퓨터디자인학과, 컴퓨터소프트웨어과, 컴퓨터응용기계과",시각디자인기사,T468,948
1093,가상현실전문가,"컴퓨터공학과, 컴퓨터과학과, 컴퓨터디자인학과, 컴퓨터소프트웨어과, 컴퓨터응용기계과",컴퓨터그래픽기능사,T082,949
1096,웹프로듀서,"멀티미디어과, 멀티미디어학과, 산업디자인과, 산업디자인학과, 시각디자인과, 시각디자인학과, 영상콘텐츠과, 정보통신공학과, 정보통신과, 컴퓨터공학과",,,950
1097,프로게이머,"게임공학과, 게임콘텐츠과",,,951
1100,군무원,,,,952
1101,신용관련추심원,,신용관리사,M087,953
1103,교육학연구원,"교육공학과, 교육학과",,,954
1104,철학연구원,철학과,,,955
1105,행정학연구원,"경찰행정학과, 보건행정학과, 행정학과",,,956
1107,안마사,,,,957
1108,위생사,"보건환경과, 환경시스템과",위생사,S188,958
1109,서예가,"동양화과, 미술학과, 회화학과",,,959
1110,도선사,"지구해양과학과, 해양공학과, 해양시스템학과",도선사,S099,960
1111,지게차운전원,,지게차운전기능사,T027,961
1112,선박갑판원,,운항사,S187,962
1112,선박갑판원,,항해사,S249,963
1113,방문판매원,,,,964
1114,상품대여원,,,,965
1115,주유원,,,,966
1116,계산원 및 매표원,,,,967
1117,청원경찰,"경찰행정과, 경찰행정학과, 경호스포츠과, 사회체육과, 사회체육학과, 체육학과, 행정학과",일반경비지도사,S201,968
1118,무인경비시스템종사원,"경찰행정과, 경찰행정학과, 경호스포츠과, 경호학과",,,969
1119,구두미화원 및 수선원,,,,970
1120,주차관리원,,자동차운전면허 1종,,971
1120,주차관리원,,자동차운전면허 2종,,972
1121,이용사,"미용과, 뷰티미용학과, 피부미용과",이용장,T563,973
1122,미용사,"미용과, 피부미용과",미용사(일반),T345,974
1122,미용사,"미용과, 피부미용과",미용장,T347,975
1125,선박 및 열차객실승무원,"관광경영과, 관광통역과, 문화관광과",,,976
1127,접객원,"관광경영과, 호텔경영과, 호텔외식경영과",,,977
1128,주방보조원,,한식조리기능사,T147,978
1128,주방보조원,,양식조리기능사,T504,979
1128,주방보조원,,중식조리기능사,T024,980
1128,주방보조원,,일식조리기능사,T569,981
1129,요리배달원,,,,982
1130,건설견적원,"건축공학과, 건축과, 건축학과, 토목공학과, 토목과",,,983
1131,전통건축원,"건축공학과, 건축과, 건축학과",국가유산수리기능자,,984
1131,전통건축원,"건축공학과, 건축과, 건축학과",국가유산수리기능자,,985
1132,단열원,"건축공학과, 금형설계과, 산업설비자동화과",,,986
1133,유리부착원,"건축공학과, 금형설계과, 산업설비자동화과",유리시공기능사,T548,987
1134,메카트로닉스공학기술자,메카트로닉스공학과,기계기술사,T287,988
1134,메카트로닉스공학기술자,메카트로닉스공학과,일반기계기사,T568,989
1134,메카트로닉스공학기술자,메카트로닉스공학과,자동화설비기능사,T590,990
1134,메카트로닉스공학기술자,메카트로닉스공학과,자동화설비산업기사,T592,991
1135,공구제조원,,,,992
1136,항공기·선박조립 및 검사원,항공정비과,조선산업기사,T012,993
1136,항공기·선박조립 및 검사원,항공정비과,조선기사,,994
1136,항공기·선박조립 및 검사원,항공정비과,선체건조기능사,T425,995
1136,항공기·선박조립 및 검사원,항공정비과,항공산업기사,T155,996
1136,항공기·선박조립 및 검사원,항공정비과,항공기사,T151,997
1136,항공기·선박조립 및 검사원,항공정비과,항공기체기술사,T153,998
1136,항공기·선박조립 및 검사원,항공정비과,항공기관기술사,T150,999
1137,제관원,,판금제관기능장,T111,1000
1137,제관원,,판금·제관기능사,,1001
1137,제관원,,판금제관산업기사,T112,1002
1138,샷시원,,,,1003
1139,단조원,"금속공학과, 제철금속과",금속재료산업기사,T276,1004
1139,단조원,"금속공학과, 제철금속과",금속재료기능장,T272,1005
1139,단조원,"금속공학과, 제철금속과",금속재료기술사,T275,1006
1140,도장원,"금속공학과, 화학공학과, 화학과",표면처리산업기사,T127,1007
1140,도장원,"금속공학과, 화학공학과, 화학과",표면처리기능장,T125,1008
1140,도장원,"금속공학과, 화학공학과, 화학과",표면처리기술사,T126,1009
1140,도장원,"금속공학과, 화학공학과, 화학과",금속도장기능사,T271,1010
1141,도금원,"금속공학과, 화학공학과, 화학과",표면처리산업기사,T127,1011
1141,도금원,"금속공학과, 화학공학과, 화학과",표면처리기능장,T125,1012
1141,도금원,"금속공학과, 화학공학과, 화학과",표면처리기술사,T126,1013
1142,의복수선원,,양복기능사,,1014
1142,의복수선원,,양장기능사,,1015
1144,발전장치조작원,"전기과, 전기전자과",전자산업기사,T635,1016
1144,발전장치조작원,"전기과, 전기전자과",전자기사,T632,1017
1144,발전장치조작원,"전기과, 전기전자과",원자력발전기술사,T538,1018
1144,발전장치조작원,"전기과, 전기전자과",원자력기사,T537,1019
1145,전기설비조작원,"전기과, 전기전자과, 전자과",전기공사산업기사,T603,1020
1145,전기설비조작원,"전기과, 전기전자과, 전자과",전기공사기사,T602,1021
1145,전기설비조작원,"전기과, 전기전자과, 전자과",전기산업기사,T609,1022
1145,전기설비조작원,"전기과, 전기전자과, 전자과",전기기사,T607,1023
1146,전기 부품 및 제품 생산직,,전기산업기사,T609,1024
1147,방송장비(H/W)설치 및 수리원,"전기전자과, 정보통신과",무선설비기능사,T340,1025
1147,방송장비(H/W)설치 및 수리원,"전기전자과, 정보통신과",무선설비산업기사,T342,1026
1147,방송장비(H/W)설치 및 수리원,"전기전자과, 정보통신과",무선설비기사,T341,1027
1147,방송장비(H/W)설치 및 수리원,"전기전자과, 정보통신과",방송통신기능사,T361,1028
1147,방송장비(H/W)설치 및 수리원,"전기전자과, 정보통신과",방송통신산업기사,T363,1029
1147,방송장비(H/W)설치 및 수리원,"전기전자과, 정보통신과",방송통신기사,T362,1030
1148,통신설비설치 및 수리원,"전기과, 전기전자과, 전자과, 정보통신과",정보통신산업기사,T656,1031
1148,통신설비설치 및 수리원,"전기과, 전기전자과, 전자과, 정보통신과",정보통신기사,T654,1032
1148,통신설비설치 및 수리원,"전기과, 전기전자과, 전자과, 정보통신과",정보통신기술사,T655,1033
1149,음료제조관련조작원,,,,1034
1150,식품가공검사원,,,,1035
1151,종이제품생산직(기계조작),,,,1036
1152,가구조립 및 검사원,,가구제작기능사,T190,1037
1152,가구조립 및 검사원,,목공예기능사,T337,1038
1154,채소 및 특용작물재배자,"농수산과, 식물자원학과",농기계정비기능사,T302,1039
1154,채소 및 특용작물재배자,"농수산과, 식물자원학과",농기계운전기능사,T301,1040
1154,채소 및 특용작물재배자,"농수산과, 식물자원학과",농업기계산업기사,T308,1041
1154,채소 및 특용작물재배자,"농수산과, 식물자원학과",농업기계기사,T307,1042
1155,과수작물재배자,"농수산과, 식물자원학과, 원예과, 원예학과",시설원예기사,T471,1043
1155,과수작물재배자,"농수산과, 식물자원학과, 원예과, 원예학과",시설원예기술사,T473,1044
1156,조림 영림 및 벌목원,산림자원학과,종자기능사,T017,1045
1156,조림 영림 및 벌목원,산림자원학과,종자산업기사,T020,1046
1156,조림 영림 및 벌목원,산림자원학과,종자기사,T018,1047
1156,조림 영림 및 벌목원,산림자원학과,종자기술사,T019,1048
1156,조림 영림 및 벌목원,산림자원학과,임업종묘기능사,T578,1049
1156,조림 영림 및 벌목원,산림자원학과,임업종묘기사,T579,1050
1156,조림 영림 및 벌목원,산림자원학과,산림산업기사,T408,1051
1156,조림 영림 및 벌목원,산림자원학과,산림기술사,T407,1052
1156,조림 영림 및 벌목원,산림자원학과,산림기사,T406,1053
1157,원양어부,,잠수산업기사,T600,1054
1157,원양어부,,어로산업기사,T508,1055
1157,원양어부,,어업기술사,T510,1056
1157,원양어부,,잠수기능사,T598,1057
1157,원양어부,,어업생산관리기사,T511,1058
1158,자동조립라인 및 산업용로봇조작원,"기계공학과, 기계과, 기계설계공학과, 컴퓨터응용기계과",,,1059
1255,수질환경연구원,"환경공학과, 환경과학과, 환경보건학과",수질환경산업기사,T461,1060
1255,수질환경연구원,"환경공학과, 환경과학과, 환경보건학과",수질환경기사,T460,1061
1255,수질환경연구원,"환경공학과, 환경과학과, 환경보건학과",수질관리기술사,T457,1062
1256,커플매니저,"미용과, 이벤트연출과, 패션디자인과",,,1063
1257,병원코디네이터,"보건관리학과, 보건행정과, 보건행정학과, 비서행정과, 비서행정학과",,,1064
1259,마술사,레크리에이션과,,,1065
1276,파티플래너,"광고홍보학과, 방송연예과, 비서행정과, 실용음악학과, 연극영화학과",,,1066
1277,건축사,"건축공학과, 건축과, 건축학과, 실내디자인과, 실내디자인학과",건축사,S274,1067
1278,행정부고위공무원,"경영학과, 법학과, 행정과, 행정학과",,,1068
1279,헤드헌터,"경영학과, 국제학부, 사회학과, 신문방송학과, 정치외교학과",,,1069
1281,환경영향평가원,"산림자원학과, 해양공학과, 화학공학과, 환경공학과, 환경과학과",,,1070
1282,대체에너지개발연구원,"금속공학과, 에너지자원공학과, 재료공학과, 전자공학과, 화학공학과, 환경공학과",,,1071
1431,음악강사,"기악과, 실용음악과, 음악과, 음악교육과, 음악학과, 피아노학과",,,1072
1432,베타테스터,"게임콘텐츠과, 컴퓨터공학과, 컴퓨터과학과, 컴퓨터소프트웨어과",,,1073
1433,발명가,벤처창업학과,,,1074
1436,신약개발연구원,"생명공학과, 생명과학과, 생화학과, 유전공학과, 화학공학과",,,1075
1437,스포츠해설가,체육학과,,,1076
1438,카레이서,자동차과,국내 경기 선수 라이선스 A,,1077
1438,카레이서,자동차과,국내 경기 선수 라이선스 B,,1078
1438,카레이서,자동차과,국내 경기 선수 라이선스 C,,1079
1438,카레이서,자동차과,카트 선수 라이선스 A B,,1080
1438,카레이서,자동차과,카트 선수 라이선스 C,,1081
1439,캐스팅디렉터,"방송연예과, 연극영화과, 연극영화학과, 영화과",,,1082
1441,작가,"국어국문학과, 문예창작과, 문예창작학과",,,1083
1541,자연과학연구원,"대기과학과, 물리학과, 수학과, 지리학과, 지질학과, 천문학과, 통계학과, 화학과",,,1084