statisYy,jmCd,jmNm,grdCd,grdNm,mdobligFldCd,mdobligFldNm,mjrYnCcd,accumAcquCnt,yy1AcquCnt,yy2AcquCnt,yy3AcquCnt,yy4AcquCnt,yy5AcquCnt,yy6AcquCnt
2025,1703,계량기사,30,기사,161,기계제작,N,128,128,0,0,0,0,0
2025,1713,계량기사,30,기사,161,기계제작,N,146,146,0,0,0,0,0
2025,1720,계량기사,30,기사,161,기계제작,N,39,39,0,0,0,0,0
2025,1730,공조냉동기계기사,30,기사,162,기계장비설비.설치,N,24907,15779,1816,1503,1909,1907,1993
2025,1740,철도신호기사,30,기사,201,전기,N,1897,1466,74,63,104,83,107
2025,1741,전기철도기사,30,기사,201,전기,N,2989,2609,63,68,73,83,93
2025,1750,건설재료시험기사,30,기사,142,토목,N,29707,24978,853,804,1020,855,1197
2025,1751,교통기사,30,기사,144,도시.교통,N,8042,5941,397,335,562,313,494
2025,1760,철도토목기사,30,기사,142,토목,N,1090,766,41,80,100,18,85
2025,1780,시설원예기사,30,기사,241,농업,N,290,135,6,9,28,33,79
2025,1790,시각디자인기사,30,기사,82,디자인,N,2227,1641,157,144,108,92,85
2025,1800,바이오화학제품제조기사,30,기사,181,화공,N,2663,1010,236,301,339,333,444
2025,1837,설비보전기사,30,기사,162,기계장비설비.설치,N,20284,7616,977,1682,3261,5480,1268
2025,1875,인간공학기사,30,기사,251,안전관리,N,10331,1915,533,873,2314,3032,1664
2025,1875,인간공학기사,30,기사,251,안전관리,Y,2381,408,165,286,523,642,357
2025,1900,소방설비기사(기계분야),30,기사,251,안전관리,N,80466,56705,5697,2321,5374,4441,5928
2025,1900,소방설비기사(기계분야),30,기사,251,안전관리,Y,537,216,57,25,84,53,102
2025,1910,소방설비기사(전기분야),30,기사,251,안전관리,N,145807,104265,6599,8938,8544,9985,7476
2025,1910,소방설비기사(전기분야),30,기사,251,안전관리,Y,1185,523,89,138,136,150,149
2025,1929,생물분류기사,30,기사,261,환경,N,7,7,0,0,0,0,0
2025,1938,자연생태복원기사,30,기사,261,환경,N,6433,4435,473,403,341,367,414
2025,1948,토양환경기사,30,기사,261,환경,N,7269,5833,374,312,308,320,122
2025,1950,폐기물처리기사,30,기사,261,환경,N,15195,10885,910,1027,794,980,599
2025,1982,컬러리스트기사,30,기사,82,디자인,N,22855,19712,864,604,521,542,612
2025,1988,생물분류기사(식물),30,기사,261,환경,N,1321,554,109,158,169,179,152
2025,1989,생물분류기사(동물),30,기사,261,환경,N,1601,445,166,212,221,261,296
2025,1641,버섯산업기사,31,산업기사,243,임업,N,420,111,90,50,65,59,45
2025,2011,기계조립산업기사,31,산업기사,161,기계제작,N,11954,11829,46,12,24,27,16
2025,2012,판금제관산업기사,31,산업기사,172,판금.제관.새시,N,1378,1366,1,1,7,2,1
2025,2025,컴퓨터응용가공산업기사,31,산업기사,161,기계제작,N,53339,51034,425,556,550,369,405
2025,2026,용접산업기사,31,산업기사,174,용접,N,30516,27818,571,555,505,564,503
2025,2027,농업기계산업기사,31,산업기사,162,기계장비설비.설치,N,2056,1630,59,93,111,95,68
2025,2028,사출금형산업기사,31,산업기사,167,금형.공작기계,N,6574,6383,66,68,31,18,8
2025,2029,프레스금형산업기사,31,산업기사,167,금형.공작기계,N,3449,3401,17,17,4,5,5
2025,2030,철도차량산업기사,31,산업기사,163,철도,N,6231,6231,0,0,0,0,0
2025,2031,기계설계산업기사,31,산업기사,161,기계제작,N,25296,21529,1148,864,674,549,532
2025,2033,윤활관리산업기사,31,산업기사,162,기계장비설비.설치,N,9,9,0,0,0,0,0
2025,2034,자동화설비산업기사,31,산업기사,162,기계장비설비.설치,N,13450,12890,184,116,78,68,114
2025,2035,설비보전산업기사,31,산업기사,162,기계장비설비.설치,N,39602,31032,2028,1671,1995,2329,547
2025,2036,전기철도산업기사,31,산업기사,201,전기,N,276,194,5,2,15,35,25
2025,2037,온실가스관리산업기사,31,산업기사,261,환경,N,227,194,7,10,16,0,0
2025,2040,건설기계설비산업기사,31,산업기사,162,기계장비설비.설치,N,25852,25759,40,16,16,14,7
2025,2041,배관산업기사,31,산업기사,145,건설배관,N,1966,1951,0,0,1,2,12
2025,2045,철도운송산업기사,31,산업기사,91,운전.운송,N,11472,8493,444,340,546,653,996
2025,2047,영사산업기사,31,산업기사,83,방송,N,1013,1013,0,0,0,0,0
2025,2048,콘크리트산업기사,31,산업기사,142,토목,N,4079,3496,141,94,117,120,111
2025,2050,건설기계정비산업기사,31,산업기사,162,기계장비설비.설치,N,7687,6591,165,289,207,257,178
2025,2051,궤도장비정비산업기사,31,산업기사,162,기계장비설비.설치,N,576,445,28,21,32,29,21
2025,2070,자동차정비산업기사,31,산업기사,166,자동차,N,88391,81452,1683,1114,1343,1357,1442
2025,2085,패션머천다이징산업기사,31,산업기사,192,의복,N,3275,2771,142,141,57,92,72
2025,2098,정밀측정산업기사,31,산업기사,161,기계제작,N,218,218,0,0,0,0,0
2025,2100,금속기사2급,31,산업기사,171,금속.재료,N,1256,1256,0,0,0,0,0
2025,2101,금속재료산업기사,31,산업기사,171,금속.재료,N,15562,14372,245,242,242,217,244
2025,2102,금속제련산업기사,31,산업기사,171,금속.재료,N,39,39,0,0,0,0,0
2025,2103,금속기사2급,31,산업기사,171,금속.재료,N,204,204,0,0,0,0,0
2025,2104,정밀측정산업기사,31,산업기사,161,기계제작,N,7044,6357,125,139,170,144,109
2025,2105,주조산업기사,31,산업기사,173,단조.주조,N,2017,1999,5,2,6,1,4
2025,2106,표면처리산업기사,31,산업기사,175,도장.도금,N,599,497,18,17,36,8,23
2025,2107,재료조직평가산업기사,31,산업기사,171,금속.재료,N,81,71,1,0,4,0,5
2025,2108,광학기기산업기사,31,산업기사,202,전자,N,87,42,3,14,10,16,2
2025,2112,화공산업기사,31,산업기사,181,화공,N,6120,6120,0,0,0,0,0
2025,2114,신재생에너지발전설비산업기사(태양광),31,산업기사,262,에너지.기상,N,3701,2277,280,250,306,309,279
2025,2120,화약류제조산업기사,31,산업기사,181,화공,N,376,353,10,1,3,2,7
2025,2121,위험물산업기사,31,산업기사,182,위험물,N,125975,78644,8859,8709,9329,9701,10733
2025,2130,화약류관리산업기사,31,산업기사,151,채광,N,7003,6969,6,7,0,5,16
2025,2135,광산보안산업기사,31,산업기사,151,채광,N,705,705,0,0,0,0,0
2025,2136,지하수산업기사,31,산업기사,151,채광,N,26,26,0,0,0,0,0
2025,2140,전기산업기사,31,산업기사,201,전기,N,124240,100827,5024,3919,5670,3105,5695
2025,2142,가구제작산업기사,31,산업기사,232,목재.가구.공예,N,198,33,33,23,32,33,44
2025,2150,전기공사산업기사,31,산업기사,201,전기,N,76972,73915,720,776,453,676,432
2025,2160,철도신호산업기사,31,산업기사,201,전기,N,908,758,30,36,26,21,37
2025,2170,전자산업기사,31,산업기사,202,전자,N,22797,22484,123,93,62,26,9
2025,2175,반도체커스텀레이아웃산업기사,31,산업기사,202,전자,N,594,434,22,30,33,34,41
2025,2176,의공산업기사,31,산업기사,202,전자,N,953,855,52,20,11,7,8
2025,2177,3D프린터개발산업기사,31,산업기사,202,전자,N,111,43,26,13,15,5,9
2025,2192,정보통신산업기사,31,산업기사,213,통신,N,17078,17078,0,0,0,0,0
2025,2193,사무자동화산업기사,31,산업기사,211,정보기술,N,422982,398789,4905,4579,4728,4435,5546
2025,2194,방송통신산업기사,31,산업기사,212,방송.무선,N,568,568,0,0,0,0,0
2025,2200,무선설비산업기사,31,산업기사,212,방송.무선,N,28212,28212,0,0,0,0,0
2025,2210,통신선로산업기사,31,산업기사,213,통신,N,18183,18183,0,0,0,0,0
2025,2220,조선산업기사,31,산업기사,164,조선,N,1519,1415,40,26,15,12,11
2025,2230,항공산업기사,31,산업기사,165,항공,N,24049,19995,1248,1053,750,546,457
2025,2240,토목산업기사,31,산업기사,142,토목,N,39365,38158,205,237,244,265,256
2025,2251,건축일반시공산업기사,31,산업기사,141,건축,N,1884,1811,15,33,11,11,3
2025,2253,건축목공산업기사,31,산업기사,141,건축,N,1781,1544,47,50,40,44,56
2025,2254,목재창호산업기사,31,산업기사,141,건축,N,353,353,0,0,0,0,0
2025,2260,섬유기사2급,31,산업기사,191,섬유,N,1502,1502,0,0,0,0,0
2025,2261,방직산업기사,31,산업기사,191,섬유,N,64,64,0,0,0,0,0
2025,2262,섬유가공산업기사,31,산업기사,191,섬유,N,711,711,0,0,0,0,0
2025,2263,방사산업기사,31,산업기사,191,섬유,N,18,18,0,0,0,0,0
2025,2264,섬유디자인산업기사,31,산업기사,191,섬유,N,843,828,6,2,5,1,1
2025,2265,섬유기계산업기사,31,산업기사,191,섬유,N,251,251,0,0,0,0,0
2025,2266,편물산업기사,31,산업기사,191,섬유,N,184,184,0,0,0,0,0
2025,2267,양복산업기사,31,산업기사,192,의복,N,735,735,0,0,0,0,0
2025,2268,한복산업기사,31,산업기사,192,의복,N,746,665,43,38,0,0,0
2025,2270,생사산업기사,31,산업기사,191,섬유,N,578,578,0,0,0,0,0
2025,2277,섬유산업기사,31,산업기사,191,섬유,N,205,188,8,0,2,1,6
2025,2279,굴착산업기사,31,산업기사,151,채광,N,7,7,0,0,0,0,0
2025,2282,실내건축산업기사,31,산업기사,141,건축,N,17787,15800,674,393,280,347,293
2025,2290,정보처리산업기사,31,산업기사,211,정보기술,N,299755,287125,3783,1912,1933,2339,2663
2025,2300,원자력산업기사,31,산업기사,262,에너지.기상,N,108,108,0,0,0,0,0
2025,2301,패션디자인산업기사,31,산업기사,192,의복,N,4609,4415,53,43,39,35,24
2025,2302,신발산업기사,31,산업기사,192,의복,N,128,0,55,17,18,21,17
2025,2320,조경산업기사,31,산업기사,143,조경,N,14842,14029,195,179,136,249,54
2025,2324,전자계산기제어산업기사,31,산업기사,202,전자,N,12984,12892,12,18,19,26,17
2025,2330,측량및지형공간정보산업기사,31,산업기사,142,토목,N,19613,18075,327,329,356,297,229
2025,2331,공간정보융합산업기사,31,산업기사,142,토목,N,107,0,0,0,12,17,78
2025,2340,지적산업기사,31,산업기사,142,토목,N,23356,20963,753,588,490,317,245
2025,2350,해양조사산업기사,31,산업기사,142,토목,N,1758,1473,54,83,74,43,31
2025,2351,항로표지산업기사,31,산업기사,142,토목,N,184,174,0,2,3,2,3
2025,2381,산업안전산업기사,31,산업기사,251,안전관리,N,128557,81674,7611,7727,10481,10101,10963
2025,2381,산업안전산업기사,31,산업기사,251,안전관리,Y,1893,744,120,161,269,303,296
2025,2390,건설안전산업기사,31,산업기사,251,안전관리,N,34595,24236,1492,2249,2959,2007,1652
2025,2390,건설안전산업기사,31,산업기사,251,안전관리,Y,365,147,22,50,68,45,33
2025,2391,디지털인쇄산업기사,31,산업기사,231,인쇄.사진,N,956,929,5,3,7,3,9
2025,2395,승강기산업기사,31,산업기사,162,기계장비설비.설치,N,1917,1540,127,87,53,53,57
2025,9540,임상심리사2급,33,2급,61,보건.의료,N,24278,9878,2614,2054,2965,3028,3739
2025,2420,품질경영산업기사,31,산업기사,24,생산관리,N,28780,28260,163,80,97,81,99
2025,2431,포장산업기사,31,산업기사,24,생산관리,N,58,48,1,1,3,0,5
2025,2432,제품디자인산업기사,31,산업기사,82,디자인,N,2191,2137,9,15,12,7,11
2025,2434,시각디자인산업기사,31,산업기사,82,디자인,N,11183,9856,296,311,246,221,253
2025,2440,세라믹산업기사,31,산업기사,171,금속.재료,N,1025,1025,0,0,0,0,0
2025,2441,화재감식평가산업기사,31,산업기사,251,안전관리,N,7002,1960,788,1210,1569,808,667
2025,2441,화재감식평가산업기사,31,산업기사,251,안전관리,Y,578,46,72,113,182,78,87
2025,2450,식품산업기사,31,산업기사,221,식품,N,24874,21517,849,803,644,539,522
2025,2470,종자산업기사,31,산업기사,241,농업,N,5246,4720,109,121,116,72,108
2025,2471,가스산업기사,31,산업기사,251,안전관리,N,32187,28165,968,540,945,693,876
2025,2471,가스산업기사,31,산업기사,251,안전관리,Y,233,178,13,8,9,11,14
2025,2472,산업위생관리산업기사,31,산업기사,251,안전관리,N,8001,6248,361,400,358,290,344
2025,2472,산업위생관리산업기사,31,산업기사,251,안전관리,Y,2602,1759,153,155,213,168,154
2025,2473,시설원예산업기사,31,산업기사,241,농업,N,8,8,0,0,0,0,0
2025,2480,임업종묘산업기사,31,산업기사,243,임업,N,625,625,0,0,0,0,0
2025,2481,산림산업기사,31,산업기사,243,임업,N,7920,5474,570,461,489,461,465
2025,2491,축산산업기사,31,산업기사,242,축산,N,3993,3137,203,160,154,180,159
2025,2500,임산가공산업기사,31,산업기사,243,임업,N,185,183,2,0,0,0,0
2025,2510,기상산업기사,31,산업기사,262,에너지.기상,N,22,22,0,0,0,0,0
2025,2520,수산양식산업기사,31,산업기사,244,어업,N,1544,1509,1,14,10,5,5
2025,2521,잠수산업기사,31,산업기사,142,토목,N,1171,923,48,37,37,59,67
2025,2530,건축산업기사,31,산업기사,141,건축,N,70577,67444,588,370,870,757,548
2025,2531,건축설비산업기사,31,산업기사,141,건축,N,10819,8473,181,559,502,425,679
2025,2540,공업계측제어산업기사,31,산업기사,202,전자,N,908,908,0,0,0,0,0
2025,2551,피아노조율산업기사,31,산업기사,232,목재.가구.공예,N,988,930,7,2,24,14,11
2025,2560,농화학산업기사,31,산업기사,241,농업,N,6,6,0,0,0,0,0
2025,2562,식물보호산업기사,31,산업기사,243,임업,N,10234,4735,1023,1368,912,1030,1166
2025,2570,바이오화학제품제조산업기사,31,산업기사,181,화공,N,419,42,59,20,68,111,119
2025,2571,대기환경산업기사,31,산업기사,261,환경,N,25209,23910,416,263,214,247,159
2025,2572,수질환경산업기사,31,산업기사,261,환경,N,33026,31975,305,319,151,180,96
2025,2573,소음진동산업기사,31,산업기사,261,환경,N,757,732,14,2,5,0,4
2025,2580,"대기환경,수질환경산업기사",31,산업기사,261,환경,N,3464,3464,0,0,0,0,0
2025,2582,농림토양평가관리산업기사,31,산업기사,261,환경,N,94,94,0,0,0,0,0
2025,2590,공조냉동기계산업기사,31,산업기사,162,기계장비설비.설치,N,32477,22147,2706,2015,1714,1783,2112
2025,2592,유기농업산업기사,31,산업기사,241,농업,N,969,861,15,22,13,28,30
2025,2600,건설재료시험산업기사,31,산업기사,142,토목,N,7997,7576,87,100,93,50,91
2025,2610,철도토목산업기사,31,산업기사,142,토목,N,931,931,0,0,0,0,0
2025,2611,방사선비파괴검사산업기사,31,산업기사,252,비파괴검사,N,1458,1425,6,10,5,5,7
2025,2612,초음파비파괴검사산업기사,31,산업기사,252,비파괴검사,N,1057,1009,21,8,11,4,4
2025,2613,자기비파괴검사산업기사,31,산업기사,252,비파괴검사,N,2623,2460,60,50,15,17,21
2025,2614,침투비파괴검사산업기사,31,산업기사,252,비파괴검사,N,5395,4292,218,295,263,167,160
2025,2615,와전류비파괴검사산업기사,31,산업기사,252,비파괴검사,N,57,57,0,0,0,0,0
2025,2616,누설비파괴검사산업기사,31,산업기사,252,비파괴검사,N,32,32,0,0,0,0,0
2025,2625,화훼장식산업기사,31,산업기사,241,농업,N,685,129,137,120,121,93,85
2025,2630,방수산업기사,31,산업기사,141,건축,N,770,346,96,34,41,156,97
2025,2631,어로산업기사,31,산업기사,244,어업,N,593,447,40,20,37,27,22
2025,2751,교통산업기사,31,산업기사,144,도시.교통,N,169,126,22,3,11,0,7
2025,2760,귀금속가공산업기사,31,산업기사,232,목재.가구.공예,N,1577,1468,28,19,16,17,29
2025,2770,목공예산업기사,31,산업기사,232,목재.가구.공예,N,68,68,0,0,0,0,0
2025,2771,도자기공예산업기사,31,산업기사,232,목재.가구.공예,N,57,57,0,0,0,0,0
2025,2772,자수산업기사,31,산업기사,232,목재.가구.공예,N,75,75,0,0,0,0,0
2025,2835,전자부품장착산업기사,31,산업기사,162,기계장비설비.설치,N,273,260,1,0,8,0,4
2025,2880,보석디자인산업기사,31,산업기사,232,목재.가구.공예,N,66,12,16,10,9,10,9
2025,2900,소방설비산업기사(기계분야),31,산업기사,251,안전관리,N,28076,24775,697,557,708,826,513
2025,2900,소방설비산업기사(기계분야),31,산업기사,251,안전관리,Y,122,64,5,11,20,7,15
2025,2910,소방설비산업기사(전기분야),31,산업기사,251,안전관리,N,46302,37536,2071,1932,1348,1610,1805
2025,2910,소방설비산업기사(전기분야),31,산업기사,251,안전관리,Y,419,218,44,39,25,32,61
2025,2938,자연생태복원산업기사,31,산업기사,261,환경,N,555,533,9,3,2,7,1
2025,2950,폐기물처리산업기사,31,산업기사,261,환경,N,10835,10059,253,134,134,192,63
2025,2960,에너지관리산업기사,31,산업기사,262,에너지.기상,N,33167,29898,544,910,695,640,480
2025,2971,한식조리산업기사,31,산업기사,131,조리,N,3342,2513,162,181,160,180,146
2025,2972,양식조리산업기사,31,산업기사,131,조리,N,571,423,27,23,39,32,27
2025,2973,일식조리산업기사,31,산업기사,131,조리,N,157,104,8,2,23,5,15
2025,2974,중식조리산업기사,31,산업기사,131,조리,N,331,212,24,22,26,32,15
2025,2975,복어조리산업기사,31,산업기사,131,조리,N,283,156,22,26,27,26,26
2025,2980,보석감정산업기사,31,산업기사,232,목재.가구.공예,N,89,52,10,7,8,4,8
2025,2982,컬러리스트산업기사,31,산업기사,82,디자인,N,29960,27166,809,570,495,424,496
2025,3937,금형다기능기술자,31,산업기사,167,금형.공작기계,N,268,268,0,0,0,0,0
2025,3938,산업설비다기능기술자,31,산업기사,162,기계장비설비.설치,N,111,111,0,0,0,0,0
2025,3940,금속다기능기술자,31,산업기사,171,금속.재료,N,147,147,0,0,0,0,0
2025,3943,정보통신설비다기능기술자,31,산업기사,213,통신,N,129,129,0,0,0,0,0
2025,4020,형평삭산업기사,31,산업기사,161,기계제작,N,1,1,0,0,0,0,0
2025,4070,기어절삭산업기사,31,산업기사,161,기계제작,N,2,2,0,0,0,0,0
2025,4121,금형공구기능사1급,31,산업기사,167,금형.공작기계,N,1080,1080,0,0,0,0,0
2025,4131,정밀가공산업기사,31,산업기사,161,기계제작,N,23,23,0,0,0,0,0
2025,4132,정밀가공산업기사,31,산업기사,161,기계제작,N,2,2,0,0,0,0,0
2025,4133,정밀가공산업기사,31,산업기사,161,기계제작,N,4,4,0,0,0,0,0
2025,4134,정밀가공산업기사(다듬질),31,산업기사,161,기계제작,N,13,13,0,0,0,0,0
2025,4150,기계제도산업기사,31,산업기사,161,기계제작,N,251,251,0,0,0,0,0
2025,4223,제과산업기사,31,산업기사,222,제과.제빵,N,990,0,0,0,275,338,377
2025,4224,제빵산업기사,31,산업기사,222,제과.제빵,N,995,1,0,0,262,389,343
2025,4230,시계수리산업기사,31,산업기사,162,기계장비설비.설치,N,78,78,0,0,0,0,0
2025,4410,담배제조산업기사,31,산업기사,162,기계장비설비.설치,N,224,224,0,0,0,0,0
2025,4501,제선산업기사,31,산업기사,171,금속.재료,N,25,25,0,0,0,0,0
2025,4502,제선산업기사,31,산업기사,171,금속.재료,N,45,45,0,0,0,0,0
2025,4511,제강산업기사,31,산업기사,171,금속.재료,N,60,60,0,0,0,0,0
2025,4512,제강산업기사,31,산업기사,171,금속.재료,N,23,23,0,0,0,0,0
2025,4513,제강산업기사,31,산업기사,171,금속.재료,N,7,7,0,0,0,0,0
2025,4514,제강산업기사,31,산업기사,171,금속.재료,N,18,18,0,0,0,0,0
2025,6335,가스기능사,40,기능사,251,안전관리,N,104299,89185,2468,2045,4012,3287,3302
2025,4520,코크스산업기사,31,산업기사,171,금속.재료,N,60,60,0,0,0,0,0
2025,4540,압연기능사1급,31,산업기사,171,금속.재료,N,19,19,0,0,0,0,0
2025,4541,압연산업기사,31,산업기사,171,금속.재료,N,45,45,0,0,0,0,0
2025,4542,압연산업기사,31,산업기사,171,금속.재료,N,23,23,0,0,0,0,0
2025,4550,단조산업기사,31,산업기사,173,단조.주조,N,1,1,0,0,0,0,0
2025,4560,화학분석산업기사,31,산업기사,181,화공,N,16,16,0,0,0,0,0
2025,4631,요업산업기사,31,산업기사,171,금속.재료,N,1,1,0,0,0,0,0
2025,4640,고무제품제조산업기사,31,산업기사,181,화공,N,2,2,0,0,0,0,0
2025,4650,프라스틱제품산업기사,31,산업기사,181,화공,N,1,1,0,0,0,0,0
2025,4660,제지산업기사,31,산업기사,243,임업,N,2,2,0,0,0,0,0
2025,4670,가죽처리산업기사,31,산업기사,181,화공,N,2,2,0,0,0,0,0
2025,4680,농약산업기사,31,산업기사,182,위험물,N,1,1,0,0,0,0,0
2025,4850,조선제도산업기사,31,산업기사,164,조선,N,2,2,0,0,0,0,0
2025,4900,선박기관의장산업기사,31,산업기사,164,조선,N,1,1,0,0,0,0,0
2025,4910,토목제도산업기사,31,산업기사,142,토목,N,17,17,0,0,0,0,0
2025,4930,석공산업기사,31,산업기사,142,토목,N,3,3,0,0,0,0,0
2025,4940,토목재료시험산업기사,31,산업기사,142,토목,N,239,239,0,0,0,0,0
2025,4960,콘크리트산업기사,31,산업기사,142,토목,N,40,40,0,0,0,0,0
2025,5000,건축제도산업기사,31,산업기사,141,건축,N,421,421,0,0,0,0,0
2025,5020,철근산업기사,31,산업기사,141,건축,N,5,5,0,0,0,0,0
2025,5042,창호제작산업기사,31,산업기사,172,판금.제관.새시,N,2,2,0,0,0,0,0
2025,5060,비계산업기사,31,산업기사,141,건축,N,1,1,0,0,0,0,0
2025,5080,가구제작산업기사,31,산업기사,232,목재.가구.공예,N,13,13,0,0,0,0,0
2025,5090,건축도장산업기사,31,산업기사,141,건축,N,57,57,0,0,0,0,0
2025,5100,온돌산업기사,31,산업기사,141,건축,N,12,12,0,0,0,0,0
2025,5120,도배산업기사,31,산업기사,141,건축,N,4,4,0,0,0,0,0
2025,5151,유리시공산업기사,31,산업기사,141,건축,N,1,1,0,0,0,0,0
2025,5181,방적산업기사,31,산업기사,191,섬유,N,3,3,0,0,0,0,0
2025,5211,제직산업기사,31,산업기사,191,섬유,N,8,8,0,0,0,0,0
2025,5260,채광산업기사,31,산업기사,151,채광,N,10,10,0,0,0,0,0
2025,5270,시추산업기사,31,산업기사,151,채광,N,33,33,0,0,0,0,0
2025,5361,나전칠기산업기사,31,산업기사,232,목재.가구.공예,N,3,3,0,0,0,0,0
2025,5362,나전칠기산업기사,31,산업기사,232,목재.가구.공예,N,1,1,0,0,0,0,0
2025,5380,금속도장산업기사,31,산업기사,175,도장.도금,N,61,61,0,0,0,0,0
2025,5401,비파괴검사산업기사,31,산업기사,252,비파괴검사,N,284,284,0,0,0,0,0
2025,5402,비파괴검사산업기사,31,산업기사,252,비파괴검사,N,150,150,0,0,0,0,0
2025,5403,비파괴검사산업기사,31,산업기사,252,비파괴검사,N,143,143,0,0,0,0,0
2025,5404,비파괴검사산업기사,31,산업기사,252,비파괴검사,N,90,90,0,0,0,0,0
2025,5405,비파괴검사산업기사,31,산업기사,252,비파괴검사,N,10,10,0,0,0,0,0
2025,5406,비파괴검사기능사1급,31,산업기사,252,비파괴검사,N,10,10,0,0,0,0,0
